Institution,Machine,Acquisition,Analysis,Beam Name,Baseline Acquisition,Baseline Analysis,Axial Symmetry,Transverse Symmetry,Flatness,Profile Constancy,Baseline Designation,Top CU,Bottom CU,Left CU,Right CU,Center CU,Baseline Top CU,Baseline Bottom CU,Baseline Left CU,Baseline Right CU,Baseline Center CU,Type,Collimator,EPID,URL,Uploaded By,Pixel Rows,Pixel Columns,Pixel size X,Pixel size Y,KVP,Exposure Time msec,Meterset Exposure,Start Cumulative Meterset Wt,X-Ray Origin X,X-Ray Origin Y,X-Ray Origin Z,Source to Image,Source to Isocenter,Gantry Angle,Collimator Angle,End Cumulative Meterset Wt,Operator,Software Version,SOPInstanceUID,SeriesInstanceUID,PatientID,PatientName
INST___1,MACH_22,2018-04-17T19:30:42,2020-05-06T12:14:20,J20G0-6X,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.22195540340772232,-0.560405709750877,2.059143675632783,0.09382457700055358,,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,0.22059404257848964,0.2209632787436684,0.22197633404243447,0.22105063021291002,0.23005575098897244,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2214,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00651168823242,5.442062047222862E-6,-9.803586872294545E-4,-0.01824982278048992,-500.04052734375,1500.04052734375,1000.0,359.9933776855469,359.9996337890625,5.966451681160834E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.12,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.2,0,PatientName_626,
INST___1,MACH_22,2018-04-17T23:30:42,2021-02-12T12:41:48,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.22195540340772232,-0.560405709750877,2.059143675632783,0.0,explicit,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3608,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00651168823242,5.442062047222862E-6,-9.803586872294545E-4,-0.01824982278048992,-500.04052734375,1500.04052734375,1000.0,359.9933776855469,359.9996337890625,5.966451681160834E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.12,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.2,0,PatientName_626,
INST___1,MACH_22,2018-05-31T23:40:12,2020-04-07T15:40:25,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.21017586006605626,-0.5717007490450945,2.0461137368493807,0.005576779552624034,,0.22166476726973236,0.2221316343426909,0.22316263510195575,0.2218868126454891,0.23092527428152496,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2154,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5304,50.010597229003906,6.226923687790986E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996643066406,6.843916708021425E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.844348433.1550256780992.7,1.3.6.1.4.1.22361.48658618118952.844348433.1550256780992.2,0,PatientName_626,
INST___1,MACH_22,2018-06-24T06:59:34,2020-04-08T10:25:26,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.3163115628941782,-0.5414296464660919,2.039909753645404,0.08907305321233794,,0.22130449591535878,0.2220067288691751,0.22297850802490515,0.22177123627721054,0.23052133511197476,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2157,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.008544921875,5.444775069918251E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996337890625,6.155488335934933E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1024201081.1550257917315.1,1.3.6.1.4.1.22361.48658618118952.1024201081.1550257917315.2,0,PatientName_626,
INST___1,MACH_22,2018-08-28T21:37:55,2021-02-18T16:04:42,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.1925436502176917,-0.3727205294260771,2.1844305431051074,-0.29364577349918486,,0.22200908759126325,0.22243737663568608,0.2231515443693161,0.22231981275172033,0.23192496160751513,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3656,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5305,50.0051155090332,5.820707428938476E-6,-9.201883221976459E-4,-0.00473571103066206,-500.0177917480469,1500.017822265625,1000.0,2.460683390381746E-8,359.99981689453125,0.004999215714633465,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.34,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.28,0,PatientName_626,
INST___1,MACH_22,2018-09-25T15:45:08,2019-11-20T12:57:10,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.28553746905976707,-0.33259724827113063,2.1969120016702757,-0.23148165573616541,,0.22271955239917796,0.2233573212412098,0.2241179598910679,0.2233725497235888,0.23272527446146585,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=1568,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00947570800781,6.254494564927882E-6,-9.201883221976459E-4,-0.00473571103066206,-500.0177917480469,1500.017822265625,1000.0,2.460683390381746E-8,359.9996032714844,6.671850769635057E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1988779691.1558544251946.7,1.3.6.1.4.1.22361.48658618118952.1988779691.1558544251946.1,0,PatientName_626,
INST___1,MACH_22,2018-10-25T19:23:25,2021-02-17T09:54:26,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.17747934223089162,-0.29105932981005744,2.1137124807275263,-0.13321585123521884,,0.22347049291025783,0.22386781203051628,0.22466038240342587,0.22400648740005374,0.23312153560294846,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3645,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.010921478271484,5.7562169786251616E-6,0.0017041078535839915,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.98773193359375,359.9996337890625,6.365655281115323E-6,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.9,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.2,0,PatientName_1038,
INST___1,MACH_22,2018-11-13T22:15:05,2021-02-17T10:02:48,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.27743529367974906,-0.4652186186375669,2.2581165384927893,-0.39054216942215336,,0.22418350648522334,0.22480720100354074,0.22555472712857144,0.22450540454275217,0.23454206446924158,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3646,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5226,50.00859832763672,6.645977919106372E-6,0.0018251121509820223,-0.01827504113316536,-500.04052734375,1500.04052734375,1000.0,0.006636458449065685,359.9996032714844,6.9857901507930364E-6,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.36,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.30,0,PatientName_1038,
INST___1,MACH_22,2018-12-13T20:27:55,2021-02-17T11:39:41,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.23995926552080182,-0.49495757546935304,2.2015139884498987,-0.30183108648050017,,0.225152118114434,0.22569369103777503,0.22651171702122974,0.22539058011850746,0.2352887890951997,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3648,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5303,50.01076889038086,5.402544502430828E-6,9.509994561085477E-5,-0.013110242784023285,-500.0225830078125,1500.0225830078125,1000.0,0.006636458449065685,359.99969482421875,5.9577650972642004E-6,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.90,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.84,0,PatientName_1038,
INST___1,MACH_22,2019-01-14T18:53:08,2021-02-17T11:45:56,J20G0-6X,2018-04-17T23:30:42,2021-02-12T12:41:48,-0.16200054231637045,-0.3330186446511232,2.4727723172313905,-0.857550352259015,,0.22587316271010674,0.22623967220601526,0.22696797838328556,0.22621213269788149,0.23732704932671025,0.2200862794958154,0.22057585953466563,0.2216376035762148,0.22039553379081867,0.22934062518004047,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3650,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5219,50.01106643676758,6.1860960158810485E-6,9.509994561085477E-5,0.0054804920218884945,-500.00982666015625,1500.0098876953125,1000.0,0.006636458449065685,359.99969482421875,1.9480862829368562E-4,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.143,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.137,0,PatientName_1038,
INST___1,MACH_22,2018-01-15T20:36:41,2021-02-18T16:14:23,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.1802889314303122,-0.4059424141689649,2.0951102180975023,0.0,implicit,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3657,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.011531829833984,6.35646574664861E-6,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9995422363281,6.599459447897971E-4,OperatorsName_43353,0,1.3.6.1.4.1.22361.48658618118952.1853267374.1550099227318.7,1.3.6.1.4.1.22361.48658618118952.1853267374.1550099227318.2,0,PatientName_626,
INST___1,MACH_22,2018-02-05T13:31:02,2020-12-31T09:23:43,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.0934073534812074,-0.4819686721430465,2.0737512801096147,-0.0011120679793030774,,0.2212318746122812,0.22143871465522344,0.2225968541712612,0.2215240070689798,0.23060178082589647,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3509,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5304,50.009666442871094,5.473801593325334E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,0.006268191616982222,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.19,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.4,0,PatientName_626,
INST___1,MACH_22,2018-02-05T17:31:02,2020-04-08T11:17:56,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.0934073534812074,-0.4819686721430465,2.0737512801096147,-0.0011120679793030774,,0.2212318746122812,0.22143871465522344,0.2225968541712612,0.2215240070689798,0.23060178082589647,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2161,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5304,50.009666442871094,5.473801593325334E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,0.006268191616982222,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.19,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.4,0,PatientName_626,
INST___1,MACH_22,2018-02-28T20:42:02,2020-12-31T09:27:19,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.0037880851527518165,-0.4989572527582509,2.062676187850713,-0.020490618577523323,,0.22328660607830558,0.22327814811192762,0.2245854741173032,0.2234648886055534,0.23268315330200706,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3510,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5229,50.00499725341797,6.505126748379553E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9995422363281,5.780148203484714E-4,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.81149604.1548960284025.11,1.3.6.1.4.1.22361.48658618118952.81149604.1548960284025.4,0,PatientName_626,
INST___1,MACH_22,2018-03-21T19:07:11,2019-10-23T10:09:45,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.06065905927133323,-0.5377138977367442,2.1001387943822527,-0.06208591122095486,,0.21928042853171964,0.21941352271050993,0.2206841816893593,0.219497532174309,0.2286883955939202,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=1486,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00737762451172,5.512118150363676E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9993896484375,6.012443463987438E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1649265626.1550186055108.7,1.3.6.1.4.1.22361.48658618118952.1649265626.1550186055108.2,0,PatientName_626,
INST___1,MACH_22,2018-04-17T19:30:42,2020-05-06T12:14:20,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.39348148175077075,0.03911636427550246,18.058124208806696,-26.545890448849008,,0.15534312290306704,0.15473427219605373,0.15522869750455837,0.15528941732733437,0.22293409505087666,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2214,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1442,50.01947021484375,2.1220706912572496E-5,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9996337890625,0.0021005673334002495,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.14,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.2,0,PatientName_626,
INST___1,MACH_22,2018-04-17T23:30:42,2021-02-12T12:41:48,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.39348148175077075,0.03911636427550246,18.058124208806696,-26.545890448849008,,0.15534312290306704,0.15473427219605373,0.15522869750455837,0.15528941732733437,0.22293409505087666,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3608,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1442,50.01947021484375,2.1220706912572496E-5,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9996337890625,0.0021005673334002495,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.14,1.3.6.1.4.1.22361.48658618118952.1444974808.1550252520529.2,0,PatientName_626,
INST___1,MACH_22,2018-05-31T23:40:12,2020-04-07T15:40:25,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.413097052482974,0.06736307799213376,18.03042873985908,-26.508233693851057,,0.156486410011995,0.1558426287062973,0.1562933687919883,0.15639865281590418,0.22440244592441116,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2154,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1507,50.04369354248047,2.005345595534891E-5,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996643066406,2.1104251572978683E-5,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.844348433.1550256780992.0,1.3.6.1.4.1.22361.48658618118952.844348433.1550256780992.2,0,PatientName_626,
INST___1,MACH_22,2018-06-24T06:59:34,2020-04-08T10:25:26,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.2476544558290029,0.07237457923065091,18.003955817838172,-26.51190183109514,,0.1562532346416126,0.15586722251986523,0.15625562546265995,0.15636871481411277,0.22431507547878388,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2157,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1506,50.0004768371582,1.8684759197640233E-5,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996337890625,0.023667436093091965,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1024201081.1550257917315.13,1.3.6.1.4.1.22361.48658618118952.1024201081.1550257917315.2,0,PatientName_626,
INST___1,MACH_22,2018-08-28T21:37:55,2021-02-18T16:04:42,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.7303741578519424,0.15569682691943337,18.139151898157433,-26.58225081871695,,0.15791512237000765,0.1567701139703333,0.1572779293429991,0.15752280608843075,0.226245986169007,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3656,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1441,50.064247131347656,1.9709365005837753E-5,-9.201883221976459E-4,-0.0029858481138944626,-499.9890441894531,1499.989013671875,1000.0,2.460683390381746E-8,359.99981689453125,2.1458838091348298E-5,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.37,1.3.6.1.4.1.22361.17483843774714.1526474968.1613679373230.28,0,PatientName_626,
INST___1,MACH_22,2018-09-25T15:45:08,2019-11-20T12:57:10,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.42522118276979765,0.12964978259868512,18.07130715620088,-26.569302464995527,,0.15780567382978097,0.1571374919280298,0.15752323698819543,0.15772746552249303,0.2264582581655785,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=1568,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1441,49.946903228759766,2.122925616276916E-5,-9.201883221976459E-4,-0.018263980746269226,-500.04052734375,1500.04052734375,1000.0,2.460683390381746E-8,359.9996032714844,2.298427170899231E-5,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1988779691.1558544251946.11,1.3.6.1.4.1.22361.48658618118952.1988779691.1558544251946.1,0,PatientName_626,
INST___1,MACH_22,2018-10-25T19:23:25,2021-02-17T09:54:26,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.5240614196293911,0.15568459430017367,18.068954513497037,-26.531480584055238,,0.15847879312466903,0.1576525966883813,0.1580975545578756,0.15834368809428753,0.22718954892869725,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3645,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1507,49.99897766113281,2.0523932107607834E-5,-9.803586872294545E-4,-0.01824982278048992,-500.04052734375,1500.04052734375,1000.0,359.9867248535156,359.9996337890625,0.01421367283910513,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.11,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.2,0,PatientName_1038,
INST___1,MACH_22,2018-11-13T22:15:05,2021-02-17T10:02:48,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.4953429863920779,0.16226635821918617,18.227698132557997,-26.762604241843523,,0.15905537291811372,0.15827138670460697,0.15872198217935574,0.15897953455953148,0.22883129498625396,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3646,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1506,49.95419692993164,2.132093140971847E-5,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,0.017979038879275322,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.38,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.30,0,PatientName_1038,
INST___1,MACH_22,2018-12-13T20:27:55,2021-02-17T11:39:41,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.5400010924388349,0.08494875238479885,18.204044580135506,-26.7143826782276,,0.15994922061745495,0.15909013216579726,0.15963477151418565,0.15977037926095927,0.22990252975538508,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3648,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1507,50.0489616394043,2.0070192476850934E-5,9.509994561085477E-5,-0.013110242784023285,-500.0225830078125,1500.0225830078125,1000.0,0.006636458449065685,359.99969482421875,2.185870471294038E-5,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.92,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.84,0,PatientName_1038,
INST___1,MACH_22,2019-01-14T18:53:08,2021-02-17T11:45:56,J20G0-10F,2018-01-15T20:36:41,2021-02-18T16:14:23,0.4849416731034011,0.13449183873198603,18.240918334802785,-26.793769280994905,,0.160206737089317,0.1594335772323976,0.15986176591938342,0.16007676694779782,0.23057466157164577,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3650,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,1507,50.004180908203125,2.1173176719457842E-5,9.509994561085477E-5,0.0054804920218884945,-500.00982666015625,1500.0098876953125,1000.0,0.006636458449065685,359.99969482421875,0.02320077456533909,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.145,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.137,0,PatientName_1038,
INST___1,MACH_22,2018-01-15T20:36:41,2021-02-18T16:14:23,J20G0-10X,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.17609109193836348,-0.3929042002763744,2.0924685028693806,0.0,implicit,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3657,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01019287109375,4.985343821317656E-6,-9.803586872294545E-4,-0.01824982278048992,-500.04052734375,1500.04052734375,1000.0,359.9933776855469,359.9995422363281,5.456582584884018E-6,OperatorsName_43353,0,1.3.6.1.4.1.22361.48658618118952.1853267374.1550099227318.15,1.3.6.1.4.1.22361.48658618118952.1853267374.1550099227318.2,0,PatientName_626,
INST___1,MACH_22,2018-02-05T13:31:02,2020-12-31T09:23:43,J20G0-10X,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.10044729688293624,-0.45320759002459715,2.0764626295219752,-0.013078836605578958,,0.2212756216218996,0.2214981104865301,0.22259346464915464,0.22158465417246595,0.23065989370724688,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3509,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01008605957031,5.207204594626091E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,2.8765579918399453E-4,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.11,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.4,0,PatientName_626,
INST___1,MACH_22,2018-02-05T17:31:02,2020-04-08T11:17:56,J20G0-10X,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.10044729688293624,-0.45320759002459715,2.0764626295219752,-0.013078836605578958,,0.2212756216218996,0.2214981104865301,0.22259346464915464,0.22158465417246595,0.23065989370724688,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2161,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01008605957031,5.207204594626091E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,2.8765579918399453E-4,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.11,1.3.6.1.4.1.22361.48658618118952.1234103796.1548888587656.4,0,PatientName_626,
INST___1,MACH_22,2018-02-28T20:42:02,2020-12-31T09:27:19,J20G0-10X,2018-01-15T20:36:41,2021-02-18T16:14:23,-0.007383320136501251,-0.49118833914073706,2.0678324911544808,-0.0312136655903128,,0.22330151047224128,0.2233179987550118,0.2246163757884706,0.2235130863427971,0.23273150942813423,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3510,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00762939453125,5.673869054589886E-6,-8.593543316237628E-4,-0.01827504113316536,-500.04052734375,1500.04052734375,1000.0,0.006636458449065685,359.9995422363281,6.1647879192605615E-6,OperatorsName_624,0,1.3.6.1.4.1.22361.48658618118952.81149604.1548960284025.14,1.3.6.1.4.1.22361.48658618118952.81149604.1548960284025.4,0,PatientName_626,
