Institution,Machine,Acquisition,Analysis,Beam Name,Baseline Acquisition,Baseline Analysis,Axial Symmetry,Transverse Symmetry,Flatness,Profile Constancy,Baseline Designation,Top CU,Bottom CU,Left CU,Right CU,Center CU,Baseline Top CU,Baseline Bottom CU,Baseline Left CU,Baseline Right CU,Baseline Center CU,Type,Collimator,EPID,URL,Uploaded By,Pixel Rows,Pixel Columns,Pixel size X,Pixel size Y,KVP,Exposure Time msec,Meterset Exposure,Start Cumulative Meterset Wt,X-Ray Origin X,X-Ray Origin Y,X-Ray Origin Z,Source to Image,Source to Isocenter,Gantry Angle,Collimator Angle,End Cumulative Meterset Wt,Operator,Software Version,SOPInstanceUID,SeriesInstanceUID,PatientID,PatientName
INST___1,MACH_22,2018-11-13T22:34:09,2021-02-17T11:38:38,J18G180,2018-11-13T22:34:09,2021-02-17T11:38:38,-0.22107513160920875,-0.4492191690815393,2.728115191029341,0.0,implicit,0.22010706617210954,0.22059474629781042,0.22113436356341437,0.22014098561286105,0.23245343803601023,0.22010706617210954,0.22059474629781042,0.22113436356341437,0.22014098561286105,0.23245343803601023,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3647,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5305,50.01350021362305,6.728889729856746E-6,6.93451554980129E-4,0.012235287576913834,-499.9798278808594,1499.9798583984375,1000.0,180.01327514648438,359.9997863769531,0.0031769147608429193,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.69,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.56,0,PatientName_1038,
INST___1,MACH_22,2018-12-13T20:45:18,2021-02-17T11:43:44,J18G180,2018-11-13T22:34:09,2021-02-17T11:38:38,-0.17897455050998,-0.4856393740150421,2.694837344547966,0.06157761078368906,,0.2208939298716224,0.22128998262334615,0.22193914878219007,0.22086132488934992,0.23309470141399855,0.22010706617210954,0.22059474629781042,0.22113436356341437,0.22014098561286105,0.23245343803601023,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3649,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5229,50.00666046142578,6.163038506201701E-6,-8.319778135046363E-4,-0.004934887867420912,-499.984619140625,1499.984619140625,1000.0,180.01327514648438,359.9997863769531,3.8779902388341725E-4,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.121,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.109,0,PatientName_1038,
INST___1,MACH_22,2019-01-14T19:11:22,2021-02-17T11:48:12,J18G180,2018-11-13T22:34:09,2021-02-17T11:38:38,-0.11399495649926392,-0.30776863883166367,2.9479770306634867,-0.46768637042982897,,0.2217860143693833,0.22203912777650348,0.22254152342517688,0.22185661040769597,0.23525961452895788,0.22010706617210954,0.22059474629781042,0.22113436356341437,0.22014098561286105,0.23245343803601023,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3651,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01120376586914,6.07040738032083E-6,-8.319778135046363E-4,-0.0066848620772361755,-500.0133972167969,1500.013427734375,1000.0,180.01327514648438,359.9997863769531,0.0019293397199362516,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.174,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.162,0,PatientName_1038,
INST___1,MACH_22,2019-01-14T22:25:24,2021-02-17T12:11:43,J18G180,2018-11-13T22:34:09,2021-02-17T11:38:38,-0.08512603571288109,-0.3407356960445079,2.923292949790033,-0.4277207136024447,,0.21917418537155442,0.21936091862548365,0.21988929887409006,0.21914005754104404,0.2323380862894848,0.22010706617210954,0.22059474629781042,0.22113436356341437,0.22014098561286105,0.23245343803601023,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3653,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01554870605469,7.18422688805731E-6,-8.319778135046363E-4,-0.004934887867420912,-499.984619140625,1499.984619140625,1000.0,180.01327514648438,359.99981689453125,0.0022979832720011473,OperatorsName_43353,0,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.198,1.3.6.1.4.1.22361.17483843774714.1202650304.1613573644015.186,0,PatientName_1038
INST___1,MACH_58,2018-01-15T20:36:41,2020-06-01T19:03:15,J20G0-6F,2018-01-15T20:36:41,2020-06-01T19:03:15,3.976908302929055E-4,0.07800202717007057,10.177674846893616,0.0,explicit,0.18264733180532705,0.1826466054365254,0.18288083919814738,0.18302348996002757,0.22403760169170392,0.18264733180532705,0.1826466054365254,0.18288083919814738,0.18302348996002757,0.22403760169170392,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2337,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2359,50.000518798828125,1.1257438927714247E-5,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9995422363281,1.2070874618075322E-5,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.12,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.5,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,J20G0-6F,2018-01-15T20:36:41,2020-06-01T19:03:15,0.035456511939237094,0.04021712195383433,10.193642858497363,-0.010885420724010553,,0.18353025326064756,0.1834652028990773,0.1837725376098212,0.1838464456353894,0.2251143425555989,0.18264733180532705,0.1826466054365254,0.18288083919814738,0.18302348996002757,0.22403760169170392,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2424,50.03348922729492,1.0659299732651561E-5,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,0.005033756606280804,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.8,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-03-21T19:07:11,2020-06-01T19:25:40,J20G0-6F,2018-01-15T20:36:41,2020-06-01T19:03:15,0.02601885297953376,0.03731733166151801,10.22484735084032,-0.06094211156187357,,0.18220594169685583,0.18215854613254795,0.18248109423430425,0.18254919130945924,0.22365206127331538,0.18264733180532705,0.1826466054365254,0.18288083919814738,0.18302348996002757,0.22403760169170392,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2338,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,2425,50.0395393371582,1.1313267350487877E-5,-8.593543316237628E-4,-0.01827504113316536,-500.04052734375,1500.04052734375,1000.0,0.006636458449065685,359.9993896484375,1.2346498806437012E-5,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.39,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.32,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,Flood 6X,2018-02-05T18:31:02,2020-06-02T09:03:42,-0.1119165764202768,-0.4054260459246185,2.6336046751454663,0.0,explicit,0.8773719052288655,0.878354929995335,0.8996879485787882,0.8960403793032049,0.9248349081210387,0.8773719052288655,0.878354929995335,0.8996879485787882,0.8960403793032049,0.9248349081210387,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,20226,200.00927734375,1.4051452126295771E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,1.5357820757344598E-6,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.6,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-01-15T20:36:41,2020-06-01T19:03:15,J20G0-6X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.16710295361207608,-0.41702816361832756,2.099570119755616,0.0,explicit,0.22059404257848964,0.2209632787436684,0.22197633404243447,0.22105063021291002,0.23005575098897244,0.22059404257848964,0.2209632787436684,0.22197633404243447,0.22105063021291002,0.23005575098897244,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2337,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5304,50.009361267089844,4.705556875705952E-6,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9995422363281,0.002740189665928483,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.11,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.5,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,J20G0-6X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.1014025168151878,-0.47708847456706316,2.0717783003136128,0.015610876689775566,,0.22137364850188807,0.22159835481088735,0.22272584607797088,0.2216632467364509,0.23074045029338702,0.22059404257848964,0.2209632787436684,0.22197633404243447,0.22105063021291002,0.23005575098897244,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5227,50.009029388427734,5.832409442518838E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,6.496921741927508E-6,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.7,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-03-21T19:07:11,2020-06-01T19:25:40,J20G0-6X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.06139625515304711,-0.5508923040906084,2.0954027750157795,-0.0448511791431655,,0.21943034360993577,0.21956514838866764,0.2208274919511342,0.2196109702926591,0.22882305782265694,0.22059404257848964,0.2209632787436684,0.22197633404243447,0.22105063021291002,0.23005575098897244,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2338,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01142120361328,5.981932190479711E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9993896484375,6.661990937573137E-6,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.38,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.32,0,PatientName_29213,
INST___1,MACH_58,2018-01-15T20:36:41,2020-06-01T19:03:15,J20G0-10F,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.1802889314303122,-0.4059424141689649,2.0951102180975023,0.0,explicit,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2337,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.011531829833984,6.35646574664861E-6,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9995422363281,6.599459447897971E-4,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.14,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.5,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,J20G0-10F,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.0934073534812074,-0.4819686721430465,2.0737512801096147,-0.0011120679793030774,,0.2212318746122812,0.22143871465522344,0.2225968541712612,0.2215240070689798,0.23060178082589647,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5304,50.009666442871094,5.473801593325334E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,0.006268191616982222,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.10,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-03-21T19:07:11,2020-06-01T19:25:40,J20G0-10F,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.06065905927133323,-0.5377138977367442,2.1001387943822527,-0.06208591122095486,,0.21928042853171964,0.21941352271050993,0.2206841816893593,0.219497532174309,0.2286883955939202,0.22040237619058517,0.22080045497144646,0.221775892910385,0.2208756104966598,0.22983535285760393,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2338,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.00737762451172,5.512118150363676E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9993896484375,6.012443463987438E-6,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.41,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.32,0,PatientName_29213,
INST___1,MACH_58,2018-01-15T20:36:41,2020-06-01T19:03:15,J20G0-10X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.17609109193836348,-0.3929042002763744,2.0924685028693806,0.0,explicit,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2337,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01019287109375,4.985343821317656E-6,-9.803586872294545E-4,-0.01824982278048992,-500.04052734375,1500.04052734375,1000.0,359.9933776855469,359.9995422363281,5.456582584884018E-6,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.13,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.5,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,J20G0-10X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.10044729688293624,-0.45320759002459715,2.0764626295219752,-0.013078836605578958,,0.2212756216218996,0.2214981104865301,0.22259346464915464,0.22158465417246595,0.23065989370724688,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5228,50.01008605957031,5.207204594626091E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,2.8765579918399453E-4,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.9,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-03-21T19:07:11,2020-06-01T19:25:40,J20G0-10X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.054783531078953236,-0.5194192872418317,2.0999492570878595,-0.0735777328476378,,0.21934901091826753,0.21946924391971903,0.2207085735774156,0.21956217067765818,0.22875905287484172,0.22042238070656925,0.22081120957663505,0.22178640993224835,0.22091500181198237,0.22984406424619555,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2338,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,5303,50.006103515625,5.1263127716083545E-6,0.0018251121509820223,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9993896484375,0.008341584354639053,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.40,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.32,0,PatientName_29213,
INST___1,MACH_58,2018-01-15T20:36:41,2020-06-01T19:03:15,J20G0-16X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.3114955870952886,-0.04237536622597939,0.7342172863806917,0.0,explicit,0.23631859034310748,0.23705701247586974,0.23722477310733964,0.23712424824095665,0.2337666724963431,0.23631859034310748,0.23705701247586974,0.23722477310733964,0.23712424824095665,0.2337666724963431,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2337,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5304,50.018333435058594,3.40609039994888E-6,-9.803586872294545E-4,-0.004721553530544043,-500.0177917480469,1500.017822265625,1000.0,359.9933776855469,359.9995422363281,0.002267444273456931,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.15,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.5,0,PatientName_29213,
INST___1,MACH_58,2018-02-05T18:31:02,2020-06-02T09:03:42,J20G0-16X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.26204572848781804,-0.1293693105856005,0.7504756995405003,-0.011128423393741427,,0.23712934435029087,0.2377523642652267,0.23808303600476782,0.2377750296224672,0.23453614390815375,0.23631859034310748,0.23705701247586974,0.23722477310733964,0.23712424824095665,0.2337666724963431,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2341,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5228,50.020973205566406,3.521321332300431E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9996032714844,1.311163796344772E-4,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.11,1.3.6.1.4.1.22361.17483843774714.1844083828.1591097395427.1,0,PatientName_29213,
INST___1,MACH_58,2018-03-21T19:07:11,2020-06-01T19:25:40,J20G0-16X,2018-01-15T20:36:41,2020-06-01T19:03:15,-0.2121528797655081,-0.20936033425293016,0.7610703815272165,-0.03515495078946773,,0.23526330528766587,0.23576348430906305,0.23626795803550407,0.23577330664882837,0.2326987910093129,0.23631859034310748,0.23705701247586974,0.23722477310733964,0.23712424824095665,0.2337666724963431,TrueBeam 2,Millenium,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2338,USER___2,1190,1190,0.335999995470047,0.335999995470047,16000.0,5305,50.0156135559082,3.0468502245639684E-6,-8.593543316237628E-4,-0.0047467718832194805,-500.0177917480469,1500.017822265625,1000.0,0.006636458449065685,359.9993896484375,7.898072362877429E-4,OperatorsName_667,0,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.42,1.3.6.1.4.1.22361.17483843774714.1490395616.1591052329998.32,0,PatientName_29213
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,J18G0-6X,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.374440247143416,-0.0021560157588667965,1.6804146763869505,0.0,implicit,0.23417502269793186,0.23743847262793277,0.23410018129233973,0.23409513405553953,0.24209713889807263,0.23417502269793186,0.23743847262793277,0.23410018129233973,0.23409513405553953,0.24209713889807263,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,6000.0,5221,50.00863265991211,7.0119403972057626E-6,-0.001294938731007278,0.001706896349787712,-500.00396728515625,1500.00390625,1000.0,2.4620703698019497E-8,359.9997253417969,1.000179648399353,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.20,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835,
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,J18G0-10X,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.1002618315844628,-0.28165371888340546,0.9080263969207586,0.0,explicit,0.23726445992152206,0.23990403242270106,0.23666625276492667,0.23599967346267225,0.24032482564961238,0.23726445992152206,0.23990403242270106,0.23666625276492667,0.23599967346267225,0.24032482564961238,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,10000.0,5328,50.009666442871094,4.923619144392433E-6,-0.001294938731007278,0.001706896349787712,-500.00396728515625,1500.00390625,1000.0,2.4620703698019497E-8,359.9997253417969,1.000198245048523,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.8,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835,
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,Flood 6X,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.4455111966974268,0.0754245235767398,1.8045211198432751,0.0,implicit,0.9527699591265836,0.9667443570511992,0.9810667697352677,0.9818067346723103,0.9877877325149991,0.9527699591265836,0.9667443570511992,0.9810667697352677,0.9818067346723103,0.9877877325149991,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,6000.0,20158,200.01036071777344,2.2504937078338116E-6,-0.001294938731007278,-0.013004194013774395,-500.02789306640625,1500.0279541015625,1000.0,2.4620703698019497E-8,1.777377910912037E-4,1.000054121017456,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.17,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835,
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,J18G90,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.247733997088234,-0.14538457038621316,1.9183603302706254,0.0,implicit,0.23376621875164033,0.23671985283329863,0.23261553769929177,0.23227735059915608,0.2413634885656547,0.23376621875164033,0.23671985283329863,0.23261553769929177,0.23227735059915608,0.2413634885656547,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,6000.0,5222,50.00790023803711,8.5077363110031E-6,-0.0023014559410512447,0.008120724931359291,-499.92376708984375,1499.923828125,1000.0,90.00497436523438,359.99969482421875,1.0001665353775024,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.9,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835,
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,J18G270,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.144241261124387,0.18046988639765832,1.864660660550896,0.0,implicit,0.23419245456423735,0.23690319871283308,0.23281767175105597,0.23323783753877878,0.2416651665784516,0.23419245456423735,0.23690319871283308,0.23281767175105597,0.23323783753877878,0.2416651665784516,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,6000.0,5222,50.00988006591797,7.219517556222854E-6,-0.0015141896437853575,-0.021024201065301895,-500.0476989746094,1500.0477294921875,1000.0,270.00830078125,5.77647821046412E-4,1.0002048015594482,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.13,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835,
INST___1,MACH_44,2019-10-01T17:00:18,2020-04-08T11:29:51,J18G180,2019-10-01T17:00:18,2020-04-08T11:29:51,-1.419155295251084,0.07631146283079898,1.7516206214357704,0.0,implicit,0.2333830289762466,0.2367427766268713,0.23253876189016826,0.23271621562101527,0.2408303936338432,0.2333830289762466,0.2367427766268713,0.23253876189016826,0.23271621562101527,0.2408303936338432,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=2162,USER___2,768,1024,0.3919999897480011,0.3919999897480011,6000.0,5223,50.01432418823242,6.199528343131533E-6,-4.6094320714473724E-4,0.005561324302107096,-499.9772033691406,1499.9771728515625,1000.0,180.00994873046875,359.99969482421875,1.0002926588058472,OperatorsName_1872,0,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.12,1.3.6.1.4.1.22361.17483843774714.1108756526.1572454867140.2,0,PatientName_8835
INST___1,MACH_60,2020-06-20T14:18:49,2020-12-16T15:50:30,J18G0-6X,2020-06-20T14:18:49,2020-12-16T15:50:30,-0.46362197693515195,-0.39060473458752154,1.6924407051458,0.0,explicit,0.22370090696394052,0.22474286427430976,0.22559978780740306,0.22471858435500794,0.2314032753970387,0.22370090696394052,0.22474286427430976,0.22559978780740306,0.22471858435500794,0.2314032753970387,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3504,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,NA,50.02191162109375,NA,0.001975754275918007,-0.014569321647286415,-500.0485534667969,1500.048583984375,1000.0,360.0,8.886890100257006E-6,NA,OperatorsName_624,0,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.6,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.98,0,PatientName_37887,
INST___1,MACH_60,2020-06-20T14:18:49,2020-12-16T15:50:30,Flood 6X,2020-06-20T14:18:49,2020-12-16T15:50:30,-0.5319654841206372,-0.32904602049884435,1.7939146594887843,0.0,explicit,0.9013604132510661,0.9061809833059186,0.9270077883364253,0.9239575060991899,0.9342904226941151,0.9013604132510661,0.9061809833059186,0.9270077883364253,0.9239575060991899,0.9342904226941151,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3504,USER___2,1190,1190,0.335999995470047,0.335999995470047,6000.0,NA,199.99057006835938,NA,-7.087121484801173E-4,-0.014569321647286415,-500.0485534667969,1500.048583984375,1000.0,360.0,8.886890100257006E-6,NA,OperatorsName_624,0,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.0,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.98,0,PatientName_37887,
INST___1,MACH_60,2020-06-20T14:18:49,2020-12-16T15:50:30,J18G0-10F,2020-06-20T14:18:49,2020-12-16T15:50:30,-0.27283479368077335,0.2216892464111025,18.63440892907894,0.0,explicit,0.1562881714409952,0.1567157465246911,0.1569524128427426,0.15730035946399773,0.22787464083371445,0.1562881714409952,0.1567157465246911,0.1569524128427426,0.15730035946399773,0.22787464083371445,TrueBeam 2,HD,On-Board Imager 40x40cm,https://localhost:9443/view/ViewOutput?outputPK=3504,USER___2,1190,1190,0.335999995470047,0.335999995470047,10000.0,NA,50.03191375732422,NA,-6.383918225765228E-4,0.005760884378105402,-500.0070495605469,1500.007080078125,1000.0,0.006633979734033346,4.7989204176701605E-4,NA,OperatorsName_624,0,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.7,1.3.6.1.4.1.22361.17483843774714.1476791770.1606320830046.98,0,PatientName_37887,
